Student ID,student_name,gender,year,school_name,reading_score,maths_score,School ID,type,size,budget,spending_bins
9001,Kyle Walker MD,M,10,Hernandez High School,85,59,3,Government,4635,3022020,$645-680
9002,Daniel Owens,M,9,Hernandez High School,60,91,3,Government,4635,3022020,$645-680
9003,Nicole Anderson,F,9,Hernandez High School,64,94,3,Government,4635,3022020,$645-680
9004,Brandon Bailey,M,12,Hernandez High School,79,71,3,Government,4635,3022020,$645-680
9005,Brian Chase,M,9,Hernandez High School,69,96,3,Government,4635,3022020,$645-680
9006,Mary Martin,F,10,Hernandez High School,97,40,3,Government,4635,3022020,$645-680
9007,Christian Mcknight,M,11,Hernandez High School,39,99,3,Government,4635,3022020,$645-680
9008,Leslie Burgess,F,12,Hernandez High School,91,51,3,Government,4635,3022020,$645-680
9009,Michelle Lee,F,9,Hernandez High School,64,55,3,Government,4635,3022020,$645-680
9010,Melinda Moore,F,12,Hernandez High School,68,52,3,Government,4635,3022020,$645-680
9011,Stephanie Wilson,F,9,Hernandez High School,73,44,3,Government,4635,3022020,$645-680
9012,Katherine Jackson,F,9,Hernandez High School,80,91,3,Government,4635,3022020,$645-680
9013,John Moore,M,11,Hernandez High School,87,53,3,Government,4635,3022020,$645-680
9014,Jennifer Cobb,F,12,Hernandez High School,97,73,3,Government,4635,3022020,$645-680
9015,Joel Richardson,M,11,Hernandez High School,71,94,3,Government,4635,3022020,$645-680
9016,Adrian Richardson,M,9,Hernandez High School,49,46,3,Government,4635,3022020,$645-680
9017,Marisa Kent,F,12,Hernandez High School,83,39,3,Government,4635,3022020,$645-680
9018,Thomas Munoz,M,10,Hernandez High School,91,47,3,Government,4635,3022020,$645-680
9019,Fred Rollins,M,9,Hernandez High School,73,55,3,Government,4635,3022020,$645-680
9020,Jennifer Barton,F,9,Hernandez High School,43,96,3,Government,4635,3022020,$645-680
9021,Tracy Bishop,F,10,Hernandez High School,68,51,3,Government,4635,3022020,$645-680
9022,Lisa Thompson,F,9,Hernandez High School,82,74,3,Government,4635,3022020,$645-680
9023,Jason Norris,M,10,Hernandez High School,86,43,3,Government,4635,3022020,$645-680
9024,Paula Martinez,F,11,Hernandez High School,97,53,3,Government,4635,3022020,$645-680
9025,Laura Henry,F,9,Hernandez High School,77,93,3,Government,4635,3022020,$645-680
9026,Mark Holland,M,9,Hernandez High School,39,43,3,Government,4635,3022020,$645-680
9027,Caleb Oliver MD,M,12,Hernandez High School,86,41,3,Government,4635,3022020,$645-680
9028,Patrick Johnson,M,11,Hernandez High School,76,88,3,Government,4635,3022020,$645-680
9029,Zachary Torres,M,10,Hernandez High School,46,74,3,Government,4635,3022020,$645-680
9030,Timothy Hill,M,12,Hernandez High School,64,91,3,Government,4635,3022020,$645-680
9031,Jennifer Li,F,11,Hernandez High School,54,58,3,Government,4635,3022020,$645-680
9032,Martha Rojas,F,9,Hernandez High School,47,76,3,Government,4635,3022020,$645-680
9033,Blake Black,M,9,Hernandez High School,92,49,3,Government,4635,3022020,$645-680
9034,Mark Hood,M,12,Hernandez High School,76,61,3,Government,4635,3022020,$645-680
9035,Charles Thomas,M,10,Hernandez High School,78,50,3,Government,4635,3022020,$645-680
9036,Lorraine Mclaughlin,F,9,Hernandez High School,60,82,3,Government,4635,3022020,$645-680
9037,Kendra Butler,F,11,Hernandez High School,49,80,3,Government,4635,3022020,$645-680
9038,Roy Huber,M,9,Hernandez High School,65,99,3,Government,4635,3022020,$645-680
9039,Yvette Reyes,F,10,Hernandez High School,95,62,3,Government,4635,3022020,$645-680
9040,Colton Wade,M,9,Hernandez High School,40,80,3,Government,4635,3022020,$645-680
9041,Kimberly Garcia,F,10,Hernandez High School,58,80,3,Government,4635,3022020,$645-680
9042,Edward Owens,M,12,Hernandez High School,85,43,3,Government,4635,3022020,$645-680
9043,Connor Underwood,M,11,Hernandez High School,71,64,3,Government,4635,3022020,$645-680
9044,Tina Vargas,F,9,Hernandez High School,67,72,3,Government,4635,3022020,$645-680
9045,Matthew Underwood,M,11,Hernandez High School,44,50,3,Government,4635,3022020,$645-680
9046,Alexander Clark,M,10,Hernandez High School,90,97,3,Government,4635,3022020,$645-680
9047,Daniel Manning,M,12,Hernandez High School,79,93,3,Government,4635,3022020,$645-680
9048,Roy Jones,M,10,Hernandez High School,54,75,3,Government,4635,3022020,$645-680
9049,Michael Watson,M,10,Hernandez High School,99,46,3,Government,4635,3022020,$645-680
9050,Alexander Cannon,M,11,Hernandez High School,66,87,3,Government,4635,3022020,$645-680
9051,James Thompson,M,9,Hernandez High School,96,57,3,Government,4635,3022020,$645-680
9052,Kimberly Meza,F,11,Hernandez High School,94,39,3,Government,4635,3022020,$645-680
9053,Adam Smith,M,12,Hernandez High School,87,52,3,Government,4635,3022020,$645-680
9054,Steve Wright,M,11,Hernandez High School,49,88,3,Government,4635,3022020,$645-680
9055,Sally Carroll,F,9,Hernandez High School,61,39,3,Government,4635,3022020,$645-680
9056,Scott Cook,M,9,Hernandez High School,89,73,3,Government,4635,3022020,$645-680
9057,Kerry Singh,M,9,Hernandez High School,56,76,3,Government,4635,3022020,$645-680
9058,Vanessa Pearson,F,10,Hernandez High School,83,60,3,Government,4635,3022020,$645-680
9059,Shannon Vaughn,F,9,Hernandez High School,53,94,3,Government,4635,3022020,$645-680
9060,Austin Garcia,M,9,Hernandez High School,53,72,3,Government,4635,3022020,$645-680
9061,Christopher Smith,M,10,Hernandez High School,56,70,3,Government,4635,3022020,$645-680
9062,John Armstrong,M,10,Hernandez High School,96,47,3,Government,4635,3022020,$645-680
9063,Ashley Nichols,F,12,Hernandez High School,75,71,3,Government,4635,3022020,$645-680
9064,Shelly Thompson,F,12,Hernandez High School,58,97,3,Government,4635,3022020,$645-680
9065,John Rodriguez,M,12,Hernandez High School,69,87,3,Government,4635,3022020,$645-680
9066,Mr. Cameron Erickson,M,11,Hernandez High School,87,59,3,Government,4635,3022020,$645-680
9067,David King,M,9,Hernandez High School,56,96,3,Government,4635,3022020,$645-680
9068,Ryan Daniel,M,10,Hernandez High School,91,59,3,Government,4635,3022020,$645-680
9069,Angela Colon,F,9,Hernandez High School,58,51,3,Government,4635,3022020,$645-680
9070,Eric Taylor,M,10,Hernandez High School,41,40,3,Government,4635,3022020,$645-680
9071,Denise Barnes,F,9,Hernandez High School,81,91,3,Government,4635,3022020,$645-680
9072,Jessica Nicholson,F,9,Hernandez High School,39,78,3,Government,4635,3022020,$645-680
9073,Emily Savage,F,11,Hernandez High School,68,46,3,Government,4635,3022020,$645-680
9074,Alexander Henry,M,11,Hernandez High School,45,75,3,Government,4635,3022020,$645-680
9075,Pamela Oliver DVM,F,9,Hernandez High School,92,69,3,Government,4635,3022020,$645-680
9076,Jerry Armstrong,M,9,Hernandez High School,98,53,3,Government,4635,3022020,$645-680
9077,April Coleman,F,9,Hernandez High School,50,60,3,Government,4635,3022020,$645-680
9078,Bill Butler,M,11,Hernandez High School,98,46,3,Government,4635,3022020,$645-680
9079,Brittany Yates,F,10,Hernandez High School,75,68,3,Government,4635,3022020,$645-680
9080,Andrea French,F,11,Hernandez High School,43,64,3,Government,4635,3022020,$645-680
9081,David Christensen,M,9,Hernandez High School,68,55,3,Government,4635,3022020,$645-680
9082,Kimberly Campbell,F,10,Hernandez High School,39,86,3,Government,4635,3022020,$645-680
9083,Mariah Russell MD,F,12,Hernandez High School,46,52,3,Government,4635,3022020,$645-680
9084,Jeremy Mcguire,M,11,Hernandez High School,69,69,3,Government,4635,3022020,$645-680
9085,Monica Brown,F,10,Hernandez High School,66,98,3,Government,4635,3022020,$645-680
9086,Alexander Avery,M,9,Hernandez High School,69,50,3,Government,4635,3022020,$645-680
9087,Denise Vasquez,F,11,Hernandez High School,47,52,3,Government,4635,3022020,$645-680
9088,Brooke Henry,F,11,Hernandez High School,54,43,3,Government,4635,3022020,$645-680
9089,Samantha Mueller,F,9,Hernandez High School,72,47,3,Government,4635,3022020,$645-680
9090,Michael Davis,M,10,Hernandez High School,85,79,3,Government,4635,3022020,$645-680
9091,Jonathan Fisher DVM,M,11,Hernandez High School,59,75,3,Government,4635,3022020,$645-680
9092,Robert Waters,M,11,Hernandez High School,56,89,3,Government,4635,3022020,$645-680
9093,Rachel Brown,F,9,Hernandez High School,81,92,3,Government,4635,3022020,$645-680
9094,Patricia Kim,F,10,Hernandez High School,80,77,3,Government,4635,3022020,$645-680
9095,Daniel Dean,M,9,Hernandez High School,42,68,3,Government,4635,3022020,$645-680
9096,Rita Ortiz,F,10,Hernandez High School,59,76,3,Government,4635,3022020,$645-680
9097,Derrick Kim,M,9,Hernandez High School,84,83,3,Government,4635,3022020,$645-680
9098,Randy Mcneil,M,9,Hernandez High School,75,92,3,Government,4635,3022020,$645-680
9099,John Martinez,M,10,Hernandez High School,78,86,3,Government,4635,3022020,$645-680
9100,Nicole Joyce,F,9,Hernandez High School,40,72,3,Government,4635,3022020,$645-680
9101,Julie Sanchez,F,10,Hernandez High School,64,44,3,Government,4635,3022020,$645-680
9102,Megan Miranda,F,9,Hernandez High School,83,97,3,Government,4635,3022020,$645-680
9103,Jane Murphy,F,12,Hernandez High School,47,64,3,Government,4635,3022020,$645-680
9104,Scott Schneider,M,11,Hernandez High School,68,55,3,Government,4635,3022020,$645-680
9105,Donna Richardson,F,10,Hernandez High School,74,47,3,Government,4635,3022020,$645-680
9106,Jason Nelson,M,10,Hernandez High School,70,76,3,Government,4635,3022020,$645-680
9107,Daniel Horn,M,12,Hernandez High School,56,72,3,Government,4635,3022020,$645-680
9108,Rodney Joseph,M,9,Hernandez High School,72,48,3,Government,4635,3022020,$645-680
9109,Linda Cruz,F,10,Hernandez High School,87,63,3,Government,4635,3022020,$645-680
9110,Stephen Moran,M,12,Hernandez High School,56,46,3,Government,4635,3022020,$645-680
9111,Tony White,M,9,Hernandez High School,57,95,3,Government,4635,3022020,$645-680
9112,Jesus Nguyen,M,10,Hernandez High School,42,90,3,Government,4635,3022020,$645-680
9113,Matthew Rivera,M,11,Hernandez High School,57,45,3,Government,4635,3022020,$645-680
9114,Thomas Johnson,M,10,Hernandez High School,94,98,3,Government,4635,3022020,$645-680
9115,John Smith,M,11,Hernandez High School,69,50,3,Government,4635,3022020,$645-680
9116,Brianna Chandler,F,11,Hernandez High School,77,71,3,Government,4635,3022020,$645-680
9117,Brian Murray,M,9,Hernandez High School,77,82,3,Government,4635,3022020,$645-680
9118,Scott Santiago,M,10,Hernandez High School,54,69,3,Government,4635,3022020,$645-680
9119,Andrew Taylor,M,9,Hernandez High School,86,98,3,Government,4635,3022020,$645-680
9120,Morgan Simpson,F,10,Hernandez High School,53,53,3,Government,4635,3022020,$645-680
9121,Christopher Lee,M,12,Hernandez High School,95,83,3,Government,4635,3022020,$645-680
9122,Nicole Russell,F,10,Hernandez High School,95,75,3,Government,4635,3022020,$645-680
9123,Samuel Smith,M,12,Hernandez High School,55,70,3,Government,4635,3022020,$645-680
9124,Richard Clark,M,9,Hernandez High School,78,48,3,Government,4635,3022020,$645-680
9125,Jacob Graves,M,11,Hernandez High School,57,66,3,Government,4635,3022020,$645-680
9126,Allison Hubbard,F,12,Hernandez High School,67,88,3,Government,4635,3022020,$645-680
9127,Jason Young,M,11,Hernandez High School,83,50,3,Government,4635,3022020,$645-680
9128,Robin Riley,F,10,Hernandez High School,85,48,3,Government,4635,3022020,$645-680
9129,Christopher Schultz,M,12,Hernandez High School,97,94,3,Government,4635,3022020,$645-680
9130,Joan Lee,F,10,Hernandez High School,76,44,3,Government,4635,3022020,$645-680
9131,Mary Maxwell,F,12,Hernandez High School,89,76,3,Government,4635,3022020,$645-680
9132,Justin Barker,M,9,Hernandez High School,40,82,3,Government,4635,3022020,$645-680
9133,Aaron Aguilar,M,9,Hernandez High School,48,71,3,Government,4635,3022020,$645-680
9134,Cory Nielsen,M,9,Hernandez High School,95,82,3,Government,4635,3022020,$645-680
9135,Amanda Barry,F,10,Hernandez High School,61,79,3,Government,4635,3022020,$645-680
9136,Kevin Faulkner,M,10,Hernandez High School,43,49,3,Government,4635,3022020,$645-680
9137,Jessica Williams,F,12,Hernandez High School,69,41,3,Government,4635,3022020,$645-680
9138,Stephanie Santana,F,9,Hernandez High School,41,70,3,Government,4635,3022020,$645-680
9139,Robin Jones,F,10,Hernandez High School,80,55,3,Government,4635,3022020,$645-680
9140,Lisa Gomez,F,11,Hernandez High School,57,57,3,Government,4635,3022020,$645-680
9141,Phillip Rhodes,M,10,Hernandez High School,63,95,3,Government,4635,3022020,$645-680
9142,Marvin Lee,M,10,Hernandez High School,96,42,3,Government,4635,3022020,$645-680
9143,Ms. Sarah Mcintosh DVM,F,9,Hernandez High School,52,44,3,Government,4635,3022020,$645-680
9144,Casey Pratt,F,11,Hernandez High School,53,92,3,Government,4635,3022020,$645-680
9145,Julia Velazquez,F,11,Hernandez High School,67,61,3,Government,4635,3022020,$645-680
9146,Karen Williams,F,12,Hernandez High School,77,74,3,Government,4635,3022020,$645-680
9147,Crystal George,F,12,Hernandez High School,60,54,3,Government,4635,3022020,$645-680
9148,Shaun Mitchell,M,12,Hernandez High School,65,42,3,Government,4635,3022020,$645-680
9149,Manuel Rice,M,12,Hernandez High School,53,41,3,Government,4635,3022020,$645-680
9150,David Nelson,M,9,Hernandez High School,84,58,3,Government,4635,3022020,$645-680
9151,Thomas Contreras,M,9,Hernandez High School,83,76,3,Government,4635,3022020,$645-680
9152,Jennifer Wu,F,9,Hernandez High School,60,53,3,Government,4635,3022020,$645-680
9153,Amanda Wells,F,11,Hernandez High School,41,67,3,Government,4635,3022020,$645-680
9154,Dominique Elliott,F,9,Hernandez High School,73,78,3,Government,4635,3022020,$645-680
9155,Christopher Cortez,M,11,Hernandez High School,40,84,3,Government,4635,3022020,$645-680
9156,Lisa Collier,F,9,Hernandez High School,43,58,3,Government,4635,3022020,$645-680
9157,Alan Walters,M,11,Hernandez High School,87,72,3,Government,4635,3022020,$645-680
9158,Mark Robertson,M,9,Hernandez High School,51,40,3,Government,4635,3022020,$645-680
9159,Melissa Huang,F,12,Hernandez High School,53,50,3,Government,4635,3022020,$645-680
9160,Jennifer Parker,F,9,Hernandez High School,73,75,3,Government,4635,3022020,$645-680
9161,James Kelly,M,10,Hernandez High School,87,65,3,Government,4635,3022020,$645-680
9162,Stacy Baker,F,9,Hernandez High School,46,93,3,Government,4635,3022020,$645-680
9163,Martha Lopez,F,10,Hernandez High School,91,87,3,Government,4635,3022020,$645-680
9164,William Ochoa,M,12,Hernandez High School,92,64,3,Government,4635,3022020,$645-680
9165,Jose Taylor,M,9,Hernandez High School,52,89,3,Government,4635,3022020,$645-680
9166,Natasha Benson,F,9,Hernandez High School,58,86,3,Government,4635,3022020,$645-680
9167,Bruce Barr,M,9,Hernandez High School,99,47,3,Government,4635,3022020,$645-680
9168,Brian Li,M,9,Hernandez High School,87,60,3,Government,4635,3022020,$645-680
9169,Joseph Norman,M,11,Hernandez High School,46,83,3,Government,4635,3022020,$645-680
9170,Ryan Mueller,M,11,Hernandez High School,98,42,3,Government,4635,3022020,$645-680
9171,Adam Anderson,M,11,Hernandez High School,41,46,3,Government,4635,3022020,$645-680
9172,Brian Perry,M,11,Hernandez High School,60,92,3,Government,4635,3022020,$645-680
9173,Sylvia Jackson,F,12,Hernandez High School,50,95,3,Government,4635,3022020,$645-680
9174,Peggy Farmer,F,9,Hernandez High School,48,43,3,Government,4635,3022020,$645-680
9175,Michael Smith,M,9,Hernandez High School,40,52,3,Government,4635,3022020,$645-680
9176,Bianca Arnold,F,11,Hernandez High School,45,76,3,Government,4635,3022020,$645-680
9177,Michael Lester,M,12,Hernandez High School,39,45,3,Government,4635,3022020,$645-680
9178,Andrea Wilson,F,10,Hernandez High School,55,77,3,Government,4635,3022020,$645-680
9179,Brian Conner,M,10,Hernandez High School,93,55,3,Government,4635,3022020,$645-680
9180,Mary Holland,F,9,Hernandez High School,88,59,3,Government,4635,3022020,$645-680
9181,Lynn Jones MD,F,12,Hernandez High School,59,95,3,Government,4635,3022020,$645-680
9182,Angela Sanders,F,12,Hernandez High School,50,96,3,Government,4635,3022020,$645-680
9183,Jack Tapia,M,12,Hernandez High School,84,94,3,Government,4635,3022020,$645-680
9184,Allison Martinez DDS,F,12,Hernandez High School,43,97,3,Government,4635,3022020,$645-680
9185,Robert Thompson,M,11,Hernandez High School,78,56,3,Government,4635,3022020,$645-680
9186,Stephanie Fisher,F,9,Hernandez High School,42,82,3,Government,4635,3022020,$645-680
9187,Briana Stevens,F,9,Hernandez High School,66,68,3,Government,4635,3022020,$645-680
9188,Natalie Stephenson,F,10,Hernandez High School,73,65,3,Government,4635,3022020,$645-680
9189,Miranda Ross,F,12,Hernandez High School,85,39,3,Government,4635,3022020,$645-680
9190,Sean Mora,M,11,Hernandez High School,93,67,3,Government,4635,3022020,$645-680
9191,Anita Cunningham,F,9,Hernandez High School,46,89,3,Government,4635,3022020,$645-680
9192,Jessica Kim,F,10,Hernandez High School,79,49,3,Government,4635,3022020,$645-680
9193,John Willis,M,11,Hernandez High School,82,62,3,Government,4635,3022020,$645-680
9194,Glenda Reyes,F,9,Hernandez High School,95,49,3,Government,4635,3022020,$645-680
9195,Kristen Deleon,F,12,Hernandez High School,46,72,3,Government,4635,3022020,$645-680
9196,Mark Williams,M,9,Hernandez High School,44,64,3,Government,4635,3022020,$645-680
9197,Sarah Rice,F,11,Hernandez High School,43,48,3,Government,4635,3022020,$645-680
9198,Charles Davis,M,10,Hernandez High School,65,64,3,Government,4635,3022020,$645-680
9199,Angelica Williams,F,10,Hernandez High School,95,67,3,Government,4635,3022020,$645-680
9200,Mark Dunlap,M,12,Hernandez High School,66,63,3,Government,4635,3022020,$645-680
9201,Joseph Blanchard,M,10,Hernandez High School,53,57,3,Government,4635,3022020,$645-680
9202,Renee Conner,F,11,Hernandez High School,67,99,3,Government,4635,3022020,$645-680
9203,Michelle Riley,F,9,Hernandez High School,39,47,3,Government,4635,3022020,$645-680
9204,Peggy Alvarado,F,12,Hernandez High School,63,51,3,Government,4635,3022020,$645-680
9205,Shawn Houston,M,11,Hernandez High School,95,86,3,Government,4635,3022020,$645-680
9206,Kayla Cruz,F,9,Hernandez High School,68,60,3,Government,4635,3022020,$645-680
9207,Erin Durham,F,12,Hernandez High School,77,93,3,Government,4635,3022020,$645-680
9208,Crystal Jones,F,11,Hernandez High School,46,91,3,Government,4635,3022020,$645-680
9209,Glenda Foley,F,11,Hernandez High School,58,70,3,Government,4635,3022020,$645-680
9210,Amber Reyes,F,12,Hernandez High School,97,88,3,Government,4635,3022020,$645-680
9211,Mary Morales,F,10,Hernandez High School,43,69,3,Government,4635,3022020,$645-680
9212,Cody Martinez,M,11,Hernandez High School,63,56,3,Government,4635,3022020,$645-680
9213,Paul Taylor,M,9,Hernandez High School,97,80,3,Government,4635,3022020,$645-680
9214,Jeffrey Zamora MD,M,9,Hernandez High School,86,97,3,Government,4635,3022020,$645-680
9215,Jillian Gonzalez,F,9,Hernandez High School,55,42,3,Government,4635,3022020,$645-680
9216,Christopher Burgess,M,10,Hernandez High School,83,77,3,Government,4635,3022020,$645-680
9217,Casey Higgins,M,12,Hernandez High School,53,82,3,Government,4635,3022020,$645-680
9218,Teresa Kramer,F,10,Hernandez High School,68,87,3,Government,4635,3022020,$645-680
9219,Amy Schneider,F,12,Hernandez High School,44,52,3,Government,4635,3022020,$645-680
9220,Diamond Pearson,F,9,Hernandez High School,97,50,3,Government,4635,3022020,$645-680
9221,Robert Love,M,12,Hernandez High School,68,93,3,Government,4635,3022020,$645-680
9222,Louis Thomas,M,9,Hernandez High School,53,69,3,Government,4635,3022020,$645-680
9223,Kelly Nelson,F,11,Hernandez High School,93,42,3,Government,4635,3022020,$645-680
9224,Thomas Caldwell,M,9,Hernandez High School,50,74,3,Government,4635,3022020,$645-680
9225,Joseph Kim,M,9,Hernandez High School,51,92,3,Government,4635,3022020,$645-680
9226,Bobby Adams,M,11,Hernandez High School,80,87,3,Government,4635,3022020,$645-680
9227,Francis Farmer,M,12,Hernandez High School,85,70,3,Government,4635,3022020,$645-680
9228,Caleb Gonzales,M,10,Hernandez High School,88,95,3,Government,4635,3022020,$645-680
9229,Eduardo Wagner,M,11,Hernandez High School,62,55,3,Government,4635,3022020,$645-680
9230,Joseph Baker,M,9,Hernandez High School,41,96,3,Government,4635,3022020,$645-680
9231,Crystal Nguyen,F,10,Hernandez High School,87,46,3,Government,4635,3022020,$645-680
9232,Anna Morris,F,12,Hernandez High School,81,40,3,Government,4635,3022020,$645-680
9233,Katherine Huynh,F,10,Hernandez High School,59,98,3,Government,4635,3022020,$645-680
9234,Geoffrey Schwartz,M,11,Hernandez High School,79,52,3,Government,4635,3022020,$645-680
9235,Teresa Jones,F,12,Hernandez High School,53,89,3,Government,4635,3022020,$645-680
9236,Mark Adams,M,10,Hernandez High School,66,76,3,Government,4635,3022020,$645-680
9237,Lawrence Doyle,M,10,Hernandez High School,47,97,3,Government,4635,3022020,$645-680
9238,Donald Roberts,M,9,Hernandez High School,91,43,3,Government,4635,3022020,$645-680
9239,Kathryn Browning,F,9,Hernandez High School,68,42,3,Government,4635,3022020,$645-680
9240,Cynthia Robinson,F,9,Hernandez High School,51,74,3,Government,4635,3022020,$645-680
9241,Kristy Grant,F,10,Hernandez High School,76,88,3,Government,4635,3022020,$645-680
9242,Stephanie Turner,F,10,Hernandez High School,41,87,3,Government,4635,3022020,$645-680
9243,David Harrison,M,11,Hernandez High School,70,68,3,Government,4635,3022020,$645-680
9244,Elizabeth Doyle,F,10,Hernandez High School,75,99,3,Government,4635,3022020,$645-680
9245,Jose Hill,M,9,Hernandez High School,99,65,3,Government,4635,3022020,$645-680
9246,Jennifer Brown,F,9,Hernandez High School,84,65,3,Government,4635,3022020,$645-680
9247,Brian Boyer,M,12,Hernandez High School,81,46,3,Government,4635,3022020,$645-680
9248,Sarah Burton,F,11,Hernandez High School,68,81,3,Government,4635,3022020,$645-680
9249,Cynthia Dickerson,F,12,Hernandez High School,96,67,3,Government,4635,3022020,$645-680
9250,Lori Schmidt,F,9,Hernandez High School,97,99,3,Government,4635,3022020,$645-680
9251,Michael Harris,M,11,Hernandez High School,65,61,3,Government,4635,3022020,$645-680
9252,Pamela Martinez,F,10,Hernandez High School,84,47,3,Government,4635,3022020,$645-680
9253,Rachel Smith,F,11,Hernandez High School,89,82,3,Government,4635,3022020,$645-680
9254,John Braun,M,9,Hernandez High School,51,63,3,Government,4635,3022020,$645-680
9255,Tamara Evans,F,10,Hernandez High School,78,72,3,Government,4635,3022020,$645-680
9256,Troy Gibson,M,10,Hernandez High School,76,87,3,Government,4635,3022020,$645-680
9257,Victor Jenkins,M,10,Hernandez High School,95,51,3,Government,4635,3022020,$645-680
9258,Nicholas Holland,M,10,Hernandez High School,61,77,3,Government,4635,3022020,$645-680
9259,Megan Pearson,F,9,Hernandez High School,49,74,3,Government,4635,3022020,$645-680
9260,James Mitchell,M,11,Hernandez High School,88,49,3,Government,4635,3022020,$645-680
9261,Eric Jones,M,10,Hernandez High School,83,60,3,Government,4635,3022020,$645-680
9262,David Nunez,M,10,Hernandez High School,80,42,3,Government,4635,3022020,$645-680
9263,Kyle Alvarado,M,9,Hernandez High School,98,61,3,Government,4635,3022020,$645-680
9264,Katherine Palmer,F,10,Hernandez High School,61,60,3,Government,4635,3022020,$645-680
9265,Danielle Middleton,F,9,Hernandez High School,75,85,3,Government,4635,3022020,$645-680
9266,Jason Ramirez,M,10,Hernandez High School,56,76,3,Government,4635,3022020,$645-680
9267,Adam Marquez,M,9,Hernandez High School,83,64,3,Government,4635,3022020,$645-680
9268,Jeremy Hancock,M,12,Hernandez High School,91,63,3,Government,4635,3022020,$645-680
9269,Donald Payne,M,9,Hernandez High School,43,78,3,Government,4635,3022020,$645-680
9270,Austin Miller,M,12,Hernandez High School,80,62,3,Government,4635,3022020,$645-680
9271,Timothy Shelton,M,12,Hernandez High School,83,88,3,Government,4635,3022020,$645-680
9272,Maria Keith,F,10,Hernandez High School,92,79,3,Government,4635,3022020,$645-680
9273,Philip Thornton,M,9,Hernandez High School,61,99,3,Government,4635,3022020,$645-680
9274,Joshua Davis,M,9,Hernandez High School,67,72,3,Government,4635,3022020,$645-680
9275,Sarah Nicholson,F,9,Hernandez High School,47,65,3,Government,4635,3022020,$645-680
9276,Amy Higgins,F,9,Hernandez High School,60,65,3,Government,4635,3022020,$645-680
9277,Alan Garcia,M,10,Hernandez High School,91,52,3,Government,4635,3022020,$645-680
9278,Brian Phillips,M,10,Hernandez High School,58,64,3,Government,4635,3022020,$645-680
9279,Stephanie Terrell,F,10,Hernandez High School,41,60,3,Government,4635,3022020,$645-680
9280,Zachary Smith,M,11,Hernandez High School,49,39,3,Government,4635,3022020,$645-680
9281,Tyler Herrera,M,11,Hernandez High School,86,43,3,Government,4635,3022020,$645-680
9282,Kenneth Munoz Jr.,M,11,Hernandez High School,66,60,3,Government,4635,3022020,$645-680
9283,Teresa Marshall,F,11,Hernandez High School,49,47,3,Government,4635,3022020,$645-680
9284,James Wolf,M,11,Hernandez High School,85,82,3,Government,4635,3022020,$645-680
9285,Richard Mcdonald,M,12,Hernandez High School,55,84,3,Government,4635,3022020,$645-680
9286,William Goodman,M,10,Hernandez High School,77,84,3,Government,4635,3022020,$645-680
9287,Nancy Martin,F,12,Hernandez High School,74,51,3,Government,4635,3022020,$645-680
9288,Scott Shaw,M,9,Hernandez High School,56,80,3,Government,4635,3022020,$645-680
9289,Shannon Khan,F,9,Hernandez High School,57,52,3,Government,4635,3022020,$645-680
9290,Eddie Martin,M,11,Hernandez High School,94,79,3,Government,4635,3022020,$645-680
9291,Kathy Hernandez,F,12,Hernandez High School,81,99,3,Government,4635,3022020,$645-680
9292,David Reese,M,11,Hernandez High School,40,66,3,Government,4635,3022020,$645-680
9293,Kimberly Edwards,F,11,Hernandez High School,59,72,3,Government,4635,3022020,$645-680
9294,Kathy Spence,F,9,Hernandez High School,46,93,3,Government,4635,3022020,$645-680
9295,Richard Michael,M,11,Hernandez High School,51,76,3,Government,4635,3022020,$645-680
9296,Laura Summers,F,10,Hernandez High School,91,70,3,Government,4635,3022020,$645-680
9297,Sheila Ray,F,11,Hernandez High School,44,52,3,Government,4635,3022020,$645-680
9298,Erica Hampton,F,11,Hernandez High School,50,89,3,Government,4635,3022020,$645-680
9299,Kathleen Fitzpatrick,F,10,Hernandez High School,54,84,3,Government,4635,3022020,$645-680
9300,Ellen Johnson,F,12,Hernandez High School,71,98,3,Government,4635,3022020,$645-680
9301,William Mathis,M,9,Hernandez High School,89,43,3,Government,4635,3022020,$645-680
9302,Danielle Turner,F,9,Hernandez High School,72,44,3,Government,4635,3022020,$645-680
9303,Chad Simon,M,12,Hernandez High School,81,57,3,Government,4635,3022020,$645-680
9304,David Andrews,M,10,Hernandez High School,73,89,3,Government,4635,3022020,$645-680
9305,Christian Moran,M,9,Hernandez High School,45,89,3,Government,4635,3022020,$645-680
9306,Joshua Thompson,M,10,Hernandez High School,93,70,3,Government,4635,3022020,$645-680
9307,Alyssa Meza,F,9,Hernandez High School,96,92,3,Government,4635,3022020,$645-680
9308,Crystal Chavez,F,9,Hernandez High School,85,57,3,Government,4635,3022020,$645-680
9309,Jeremiah Wilson,M,9,Hernandez High School,80,48,3,Government,4635,3022020,$645-680
9310,Michele Austin,F,11,Hernandez High School,98,69,3,Government,4635,3022020,$645-680
9311,Amber Dickerson,F,11,Hernandez High School,68,48,3,Government,4635,3022020,$645-680
9312,Ellen Mcclure DDS,F,12,Hernandez High School,46,82,3,Government,4635,3022020,$645-680
9313,Joseph Hughes,M,11,Hernandez High School,62,43,3,Government,4635,3022020,$645-680
9314,Samantha Ballard MD,F,9,Hernandez High School,71,43,3,Government,4635,3022020,$645-680
